CLASSES,REGION-CONTINENTE,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD
CEMENT,191.0,107.0,9,0.0,0.0,2.0555553,1.5263124,10.333333,3.0110908
CEMENT,39.0,17.0,9,0.0,0.0,1.1111107,1.0886621,0.88889056,0.8073737
CEMENT,19.0,102.0,9,0.0,0.0,3.88889,1.5006163,1.1666666,0.62360954
CEMENT,92.0,89.0,9,0.0,0.0,1.9999994,1.2649107,1.2222214,0.95839226
CEMENT,79.0,28.0,9,0.0,0.0,4.277777,3.7618961,0.8333333,0.6582806
CEMENT,116.0,125.0,9,0.0,0.0,2.8333333,0.7226492,2.0555546,0.5741333
CEMENT,109.0,76.0,9,0.0,0.0,1.5000006,0.69121444,0.3888887,0.32773072
CEMENT,32.0,88.0,9,0.0,0.0,0.83333206,0.34960276,1.111112,0.72008145
CEMENT,113.0,123.0,9,0.11111111,0.0,1.4444441,0.6206331,1.9444441,1.7180963
CEMENT,118.0,21.0,9,0.0,0.0,4.8333344,4.5740814,1.277778,1.0628413
CEMENT,238.0,73.0,9,0.0,0.0,2.277776,1.4050171,1.5,0.7817362
CEMENT,178.0,25.0,9,0.0,0.0,0.7222214,0.32773143,1.5555559,1.2412641
CEMENT,227.0,44.0,9,0.11111111,0.0,0.55555534,0.403687,1.6111094,0.99814636
CEMENT,24.0,93.0,9,0.0,0.0,1.6111094,0.7722033,2.0555553,1.7309806
CEMENT,193.0,125.0,9,0.0,0.0,5.055556,2.550962,1.9444447,1.8787314
CEMENT,224.0,124.0,9,0.0,0.0,1.5555559,1.2938598,1.8888887,1.186342
CEMENT,120.0,108.0,9,0.0,0.0,4.611111,3.498677,1.666666,1.5634735
CEMENT,158.0,76.0,9,0.0,0.0,0.833333,0.65828085,3.277778,3.065339
CEMENT,55.0,145.0,9,0.0,0.0,5.0555553,2.9770727,1.0,0.4216377
CEMENT,75.0,90.0,9,0.11111111,0.0,4.1666675,3.0018506,2.8333333,2.7708795
CEMENT,104.0,112.0,9,0.0,0.0,0.6111107,0.25092375,1.0555559,0.71232516
CEMENT,144.0,35.0,9,0.0,0.0,2.3333328,2.0330596,2.055556,1.7309813
CEMENT,94.0,104.0,9,0.0,0.0,6.6111107,1.420747,1.0000013,0.5163988
CEMENT,40.0,17.0,9,0.0,0.0,1.2777761,0.95258045,1.4444453,1.1088861
CEMENT,105.0,111.0,9,0.0,0.0,0.3888887,0.38968194,1.0555559,0.44305268
CEMENT,140.0,116.0,9,0.11111111,0.0,1.777778,1.2232317,0.55555534,0.501848
CEMENT,130.0,32.0,9,0.0,0.0,1.1111113,1.047041,0.83333397,0.83665866
CEMENT,102.0,158.0,9,0.22222222,0.0,2.2777774,2.1230664,1.8333334,1.0488074
CEMENT,236.0,117.0,9,0.0,0.0,0.7777786,0.40368706,1.277778,0.74286777
CEMENT,23.0,25.0,9,0.0,0.0,1.1111094,0.7503052,0.6111107,0.64692986
CEMENT,83.0,143.0,9,0.0,0.0,1.2777767,1.1038657,1.2222214,0.54433095
CEMENT,74.0,64.0,9,0.0,0.0,1.8333327,1.2064646,2.0,1.1155467
CEMENT,48.0,139.0,9,0.0,0.0,2.4444447,1.6821502,1.833334,1.048809
CEMENT,153.0,116.0,9,0.0,0.0,3.2777777,2.4713163,1.1111107,0.8344438
CEMENT,67.0,34.0,9,0.0,0.0,1.1111113,1.2232314,0.555556,0.5837306
CEMENT,51.0,64.0,9,0.0,0.0,17.5,1.206455,0.6666673,0.6992055
CEMENT,97.0,46.0,9,0.0,0.0,1.6666673,1.6193271,2.2222207,1.4089662
CEMENT,76.0,134.0,9,0.11111111,0.0,2.5555546,1.4401643,1.4444441,0.54433167
CEMENT,34.0,116.0,9,0.0,0.0,5.777778,4.405383,0.49999872,0.27888796
CEMENT,20.0,122.0,9,0.0,0.0,1.5555547,1.1863433,1.7777773,1.4857366
CEMENT,94.0,80.0,9,0.0,0.0,2.1666653,1.1879028,0.83333397,0.50552523
CEMENT,229.0,24.0,9,0.0,0.0,1.777778,1.1088876,1.2222233,1.0470423
CEMENT,84.0,62.0,9,0.0,0.0,0.72222203,0.49065322,0.9444434,0.77220213
CEMENT,52.0,89.0,9,0.0,0.0,5.2222223,2.721655,0.7222226,0.49065316
CEMENT,112.0,90.0,9,0.0,0.0,7.38889,6.9455557,1.2777773,0.87981415
CEMENT,139.0,115.0,9,0.11111111,0.0,2.1111107,0.95839214,0.7222214,0.6469293
CEMENT,247.0,115.0,9,0.0,0.0,3.555556,1.8094409,1.3888897,1.3066785
CEMENT,113.0,34.0,9,0.0,0.0,1.9999987,1.1352938,0.8333308,0.83665943
CEMENT,233.0,124.0,9,0.11111111,0.0,2.1111114,1.5006171,2.0555553,0.49065465
CEMENT,80.0,72.0,9,0.0,0.0,1.2222227,1.0036967,1.4444441,1.1674612
CEMENT,29.0,78.0,9,0.0,0.0,0.6666654,0.6992061,2.6111107,2.322991
CEMENT,151.0,129.0,9,0.0,0.0,8.055556,8.141569,0.72222203,0.8277585
CEMENT,147.0,87.0,9,0.0,0.0,6.8333335,6.6189947,1.5555567,1.6953089
CEMENT,153.0,78.0,9,0.0,0.0,9.388889,5.6702604,2.9444444,3.517681
CEMENT,86.0,20.0,9,0.0,0.0,0.94444656,1.0201677,1.9444441,1.0628412
CEMENT,83.0,81.0,9,0.0,0.0,0.44444337,0.34426504,0.7222214,0.38968188
CEMENT,167.0,53.0,9,0.0,0.0,1.2777773,0.4906541,0.9444434,0.389682
CEMENT,104.0,103.0,9,0.11111111,0.0,0.94444466,0.5340273,0.6666673,0.59628505
CEMENT,58.0,122.0,9,0.0,0.0,2.0555556,2.2152667,6.1111107,3.0160062
CEMENT,102.0,50.0,9,0.0,0.0,1.611112,1.0628405,1.333334,0.8692274
CEMENT,29.0,18.0,9,0.22222222,0.0,0.7777774,0.8073724,1.7222227,1.2895608
CEMENT,39.0,138.0,9,0.0,0.0,1.1111107,0.50184846,2.3888893,1.638653
CEMENT,79.0,44.0,9,0.0,0.0,4.8888893,3.2018518,2.1111126,1.1287482
CEMENT,45.0,121.0,9,0.0,0.0,2.0555573,1.2546208,6.6111107,2.678445
CEMENT,108.0,128.0,9,0.0,0.0,7.0555553,4.3686585,1.666666,1.0540924
CEMENT,83.0,133.0,9,0.11111111,0.0,2.3333347,2.1395726,1.166666,1.0697864
CEMENT,34.0,13.0,9,0.0,0.0,0.22222011,0.17213097,1.5555534,0.54433
CEMENT,148.0,109.0,9,0.0,0.0,0.99999934,1.2110597,1.222222,0.6554618
CEMENT,40.0,35.0,9,0.0,0.0,0.7222226,0.25092337,1.0555547,0.6469281
CEMENT,202.0,21.0,9,0.0,0.0,0.33333334,0.36514834,5.222221,2.613357
CEMENT,13.0,15.0,9,0.11111111,0.0,1.2222227,0.8861077,1.2222227,1.0256
CEMENT,57.0,42.0,9,0.0,0.0,2.333334,0.8692256,0.99999875,0.69920623
CEMENT,156.0,49.0,9,0.0,0.0,1.0555547,0.57413435,1.2222208,0.54433155
CEMENT,42.0,57.0,9,0.0,0.0,1.3888906,0.97562754,0.99999875,0.36514837
CEMENT,227.0,132.0,9,0.0,0.0,6.666668,1.3824298,1.3333334,1.0110494
CEMENT,74.0,127.0,9,0.0,0.0,4.8333335,3.6499624,1.6666666,1.2472203
CEMENT,77.0,135.0,9,0.0,0.0,2.944444,1.9710863,1.7777767,0.9583936
CEMENT,106.0,65.0,9,0.22222222,0.0,2.222222,1.655519,2.2777786,0.82775915
CEMENT,191.0,119.0,9,0.0,0.0,1.1111107,1.2938615,0.9444459,0.772202
CEMENT,51.0,111.0,9,0.0,0.0,16.222223,16.443394,0.44444498,0.34426522
CEMENT,182.0,135.0,9,0.0,0.0,4.222222,1.1287482,1.1111103,1.0255978
CEMENT,7.0,154.0,9,0.0,0.11111111,3.0555546,3.8321257,3.8333328,2.178176
CEMENT,152.0,83.0,9,0.0,0.0,4.444444,1.3277657,0.94444436,0.6804135
CEMENT,187.0,75.0,9,0.0,0.0,1.5555559,0.9108403,5.6666665,4.8027763
CEMENT,147.0,125.0,9,0.0,0.0,6.388889,3.9238105,1.3333327,0.7601168
CEMENT,252.0,76.0,9,0.0,0.0,1.7222214,1.1434186,0.5555547,0.34426576
CEMENT,189.0,48.0,9,0.0,0.0,0.72222203,0.38968173,4.6666665,4.3050365
CEMENT,157.0,20.0,9,0.0,0.0,1.3333334,0.7601168,4.944444,4.479171
CEMENT,90.0,36.0,9,0.0,0.0,0.94444275,0.32773143,1.1111094,1.2232299
CEMENT,75.0,65.0,9,0.0,0.0,2.5,1.1105564,1.5555553,0.9349202
CEMENT,104.0,147.0,9,0.0,0.11111111,3.1111114,2.1875062,4.6666665,2.5991445
CEMENT,245.0,110.0,9,0.0,0.0,4.88889,3.4426522,1.7777783,1.8094413
CEMENT,47.0,121.0,9,0.0,0.0,0.88888866,1.0255988,4.888888,3.208784
CEMENT,162.0,159.0,9,0.0,0.0,2.1666667,0.9603238,2.2222223,1.4555128
CEMENT,18.0,43.0,9,0.0,0.0,1.8888893,1.7722137,1.5555567,1.2232332
CEMENT,142.0,99.0,9,0.0,0.0,0.77777797,0.45542175,1.722222,1.3402593
CEMENT,189.0,68.0,9,0.0,0.0,1.6666666,1.619327,1.1111113,1.344399
CEMENT,174.0,75.0,9,0.0,0.0,1.5,0.7226483,2.3888886,1.0835471
CEMENT,239.0,137.0,9,0.0,0.0,1.7777773,1.360828,3.4444447,1.0886629
CEMENT,202.0,71.0,9,0.0,0.0,0.944444,0.5741341,0.7777774,0.45541972
CEMENT,199.0,120.0,9,0.0,0.0,5.777777,4.9516163,0.944444,0.4430521
CEMENT,140.0,73.0,9,0.0,0.0,1.7222214,0.8277598,0.7777774,1.0036957
CEMENT,183.0,66.0,9,0.0,0.0,1.277778,0.82775986,2.555556,1.8934586
CEMENT,161.0,73.0,9,0.0,0.0,0.8333333,0.5055238,0.61111003,0.3896817
CEMENT,221.0,69.0,9,0.0,0.0,1.5555553,0.8073722,0.7222226,0.85418403
CEMENT,142.0,140.0,9,0.0,0.0,4.2222223,1.2938595,1.5,0.7226494
CEMENT,187.0,120.0,9,0.0,0.0,2.2222214,2.083445,1.2777786,0.6469289
CEMENT,237.0,137.0,9,0.0,0.0,8.944446,8.654905,2.6111104,1.5551589
CEMENT,179.0,69.0,9,0.0,0.0,0.72222203,0.4906537,0.944444,0.7428667
CEMENT,197.0,121.0,9,0.0,0.0,21.666666,17.3628,0.94444436,0.9047208
CEMENT,199.0,97.0,9,0.11111111,0.0,2.722222,1.2546208,0.5,0.18257418
CEMENT,212.0,68.0,9,0.11111111,0.0,2.8888886,2.083444,1.8333334,0.93689704
CEMENT,162.0,66.0,9,0.0,0.0,2.055556,0.95258,9.222221,7.073164
CEMENT,128.0,140.0,9,0.0,0.0,7.8333335,7.032464,0.6666667,0.29814258
CEMENT,243.0,120.0,9,0.0,0.0,4.4444447,4.359749,1.5555547,1.8338387
CEMENT,166.0,66.0,9,0.0,0.0,0.7777767,0.6554609,5.2777767,4.959466
CEMENT,132.0,84.0,9,0.0,0.0,3.0,1.2292727,0.88888913,0.45541987
CEMENT,155.0,127.0,9,0.0,0.0,2.1666667,1.7094507,15.388888,4.144167
CEMENT,208.0,65.0,9,0.0,0.0,1.3888874,1.2367799,26.444445,25.537477
CEMENT,236.0,77.0,9,0.0,0.0,22.166666,15.472914,7.722223,8.373016
CEMENT,127.0,118.0,9,0.0,0.0,11.555554,10.22995,0.8333337,0.6912154
CEMENT,146.0,97.0,9,0.0,0.0,10.111111,4.597905,0.6111107,0.5741327
CEMENT,201.0,125.0,9,0.11111111,0.0,1.722222,1.3402604,8.555554,5.725834
CEMENT,174.0,96.0,9,0.22222222,0.0,2.2222226,0.6885298,0.944444,0.8798158
CEMENT,210.0,73.0,9,0.0,0.0,1.3333327,0.96609074,1.0,0.81649536
CEMENT,177.0,76.0,9,0.0,0.0,1.3888893,1.3567389,15.0,11.481388
CEMENT,79.0,104.0,9,0.11111111,0.0,0.9444453,0.3740738,1.5,1.0111135
CEMENT,216.0,78.0,9,0.0,0.0,1.333333,0.3555547,4.3333335,6.355548
CEMENT,133.0,125.0,9,0.0,0.0,1.4444433,2.8296287,2.1111114,1.3185211
CEMENT,190.0,105.0,9,0.0,0.0,1.8888893,2.2962983,2.166666,1.6777797
CEMENT,61.0,104.0,9,0.22222222,0.0,1.3888893,0.72962725,1.4444441,0.7407405
CEMENT,104.0,129.0,9,0.0,0.0,19.277777,28.907421,1.1111107,1.0962967
CEMENT,121.0,107.0,9,0.0,0.0,1.5555553,0.8740748,13.166667,5.5888996
CEMENT,120.0,124.0,9,0.0,0.0,8.999999,112.57778,11.166668,184.5222
FOLIAGE,7.0,90.0,9,0.0,0.0,1.2777777,0.8541836,2.4444444,2.0184336
FOLIAGE,19.0,133.0,9,0.0,0.0,0.0,0.0,0.0,0.0
FOLIAGE,29.0,85.0,9,0.0,0.0,2.833333,2.9420328,2.3888888,3.0508046
FOLIAGE,37.0,104.0,9,0.0,0.0,7.8333325,9.713106,22.111109,21.61858
FOLIAGE,59.0,120.0,9,0.0,0.0,2.1666667,1.9860634,1.4444441,1.8698385
FOLIAGE,104.0,139.0,9,0.0,0.0,0.33333334,0.5163977,0.33333334,0.5163977
FOLIAGE,81.0,145.0,9,0.0,0.11111111,4.5555553,4.5346413,7.5,6.1128287
FOLIAGE,108.0,146.0,9,0.0,0.0,0.0,0.0,0.0,0.0
FOLIAGE,18.0,66.0,9,0.0,0.0,8.666665,9.089677,10.944443,5.289054
FOLIAGE,33.0,94.0,9,0.0,0.0,1.3333336,0.21081811,2.5555556,1.6420401
FOLIAGE,21.0,64.0,9,0.0,0.0,16.277779,12.948471,20.222223,17.629103
FOLIAGE,71.0,125.0,9,0.0,0.0,0.6666667,0.47140455,0.7222223,0.49065357
FOLIAGE,58.0,125.0,9,0.0,0.0,2.1666667,1.1105559,1.0555559,0.90472007
FOLIAGE,96.0,130.0,9,0.0,0.0,0.5555555,0.45542008,1.2222222,0.65546143
FOLIAGE,33.0,98.0,9,0.0,0.0,0.6111111,0.611616,1.3333331,0.9189368
FOLIAGE,33.0,132.0,9,0.11111111,0.0,1.0555555,0.99814653,1.7222222,0.99814636
FOLIAGE,37.0,103.0,9,0.0,0.0,1.7777777,2.1256804,2.9444447,3.421609
FOLIAGE,14.0,136.0,9,0.0,0.0,0.0,0.0,0.0,0.0
FOLIAGE,47.0,127.0,9,0.0,0.0,1.166667,0.9603239,1.0555559,0.49065298
FOLIAGE,118.0,125.0,9,0.0,0.0,0.33333334,0.29814234,0.88888884,0.34426528
FOLIAGE,98.0,126.0,9,0.0,0.0,1.0555555,0.71232533,0.9444444,0.49065322
FOLIAGE,90.0,122.0,9,0.11111111,0.0,1.6666669,1.398412,1.1666669,0.69121486
FOLIAGE,106.0,107.0,9,0.0,0.0,1.111111,0.72008204,0.6666667,0.4216372
FOLIAGE,124.0,113.0,9,0.0,0.0,0.38888887,0.38968176,0.2777778,0.3277307
FOLIAGE,57.0,119.0,9,0.0,0.0,2.2777774,2.0266733,1.7777777,1.721326
FOLIAGE,117.0,110.0,9,0.0,0.0,2.3333333,2.9059324,2.277777,1.9022408
FOLIAGE,67.0,136.0,9,0.0,0.0,6.722223,3.7083488,2.6666667,3.1972213
FOLIAGE,58.0,128.0,9,0.11111111,0.0,2.9444447,1.75647,2.4444444,1.6821501
FOLIAGE,91.0,120.0,9,0.0,0.0,1.3888893,0.9289578,0.61111146,0.77220225
FOLIAGE,18.0,87.0,9,0.0,0.0,1.5555555,1.9626132,1.8888887,1.7469552
FOLIAGE,98.0,133.0,9,0.0,0.0,0.5555555,0.17213255,0.38888887,0.3277307
FOLIAGE,68.0,127.0,9,0.0,0.0,1.0555553,0.97562903,1.2777777,0.8277589
FOLIAGE,121.0,120.0,9,0.0,0.0,0.9444445,0.250924,0.72222215,0.8798147
FOLIAGE,115.0,111.0,9,0.0,0.0,0.55555564,0.40368685,1.9444437,1.0417223
FOLIAGE,90.0,116.0,9,0.0,0.0,1.277778,0.85418403,1.3333336,1.1352925
FOLIAGE,99.0,130.0,9,0.0,0.0,0.5555555,0.45542014,0.5555555,0.5443311
FOLIAGE,20.0,70.0,9,0.0,0.0,11.499999,8.767999,7.944445,6.9166985
FOLIAGE,119.0,115.0,9,0.0,0.11111111,2.4444444,1.5729189,5.0,2.9363625
FOLIAGE,10.0,112.0,9,0.0,0.0,0.33333334,0.42163706,0.50000006,0.1825741
FOLIAGE,35.0,107.0,9,0.0,0.0,10.222221,14.967619,9.833333,17.54708
FOLIAGE,33.0,131.0,9,0.0,0.0,0.44444445,0.80737346,1.0,1.0954453
FOLIAGE,23.0,92.0,9,0.0,0.11111111,4.111111,4.63641,7.0,5.688196
FOLIAGE,13.0,83.0,9,0.0,0.0,0.83333325,0.54772246,0.6666666,0.63245547
FOLIAGE,85.0,121.0,9,0.0,0.0,1.611111,1.0628405,0.94444495,0.71232516
FOLIAGE,101.0,137.0,9,0.0,0.0,0.44444445,0.50184834,0.8333333,0.8096638
FOLIAGE,75.0,113.0,9,0.0,0.11111111,2.944445,4.1226563,6.1666665,6.2245026
FOLIAGE,45.0,126.0,9,0.0,0.0,7.0,3.870114,2.5555556,1.7971169
FOLIAGE,113.0,130.0,9,0.0,0.0,0.27777776,0.25092423,0.33333328,0.3651483
FOLIAGE,64.0,114.0,9,0.0,0.0,5.166667,6.320163,8.833333,8.66859
FOLIAGE,33.0,100.0,9,0.0,0.0,0.72222227,0.53402746,0.66666675,0.3651482
FOLIAGE,118.0,109.0,9,0.0,0.11111111,3.5555553,2.6555324,3.9999993,3.0840094
FOLIAGE,18.0,70.0,9,0.0,0.11111111,9.444444,5.897896,9.944444,6.9487534
FOLIAGE,93.0,127.0,9,0.0,0.0,1.1111112,0.83444345,1.0,0.7888106
FOLIAGE,39.0,124.0,9,0.0,0.11111111,5.3333335,4.774935,6.5000005,4.544838
FOLIAGE,93.0,147.0,9,0.0,0.0,3.0555553,3.5864975,3.5555553,3.2157025
FOLIAGE,45.0,108.0,9,0.0,0.11111111,25.5,12.795401,27.277779,15.930981
FOLIAGE,70.0,122.0,9,0.0,0.0,3.6666667,4.033196,4.111111,3.7810435
FOLIAGE,123.0,143.0,9,0.0,0.0,0.2777778,0.3896817,0.2777778,0.13608274
FOLIAGE,14.0,90.0,9,0.11111111,0.0,2.9444447,2.435083,3.3333333,3.211092
FOLIAGE,9.0,76.0,9,0.0,0.0,1.2777778,1.4207457,1.6666666,1.8618987
FOLIAGE,17.0,98.0,9,0.11111111,0.0,0.72222215,0.71232533,0.6666667,0.73029673
FOLIAGE,25.0,138.0,9,0.11111111,0.0,1.2777777,1.1434193,0.72222215,0.49065349
FOLIAGE,68.0,122.0,9,0.0,0.0,2.777778,2.0294137,1.5555559,1.9962927
FOLIAGE,54.0,140.0,9,0.11111111,0.0,0.72222215,0.4430532,1.7777777,1.0470418
FOLIAGE,88.0,136.0,9,0.0,0.0,1.8333331,1.149879,2.0555553,2.112573
FOLIAGE,83.0,126.0,9,0.0,0.0,0.72222203,0.5340271,0.94444436,0.5741338
FOLIAGE,6.0,118.0,9,0.0,0.0,0.055555563,0.13608278,0.055555563,0.13608278
FOLIAGE,86.0,140.0,9,0.0,0.0,5.444444,4.7687263,3.0555556,2.6784468
FOLIAGE,74.0,122.0,9,0.0,0.0,1.2222222,1.2412658,1.3333331,0.6992059
FOLIAGE,101.0,121.0,9,0.11111111,0.0,0.6666667,0.843274,1.5,0.88819396
FOLIAGE,109.0,146.0,9,0.0,0.0,0.055555556,0.13608277,0.055555556,0.13608277
FOLIAGE,14.0,71.0,9,0.0,0.0,13.055554,10.382501,21.888885,16.536379
FOLIAGE,22.0,133.0,9,0.0,0.0,0.0,0.0,0.0,0.0
FOLIAGE,21.0,122.0,9,0.0,0.0,0.44444445,0.4036867,0.44444445,0.4036867
FOLIAGE,104.0,134.0,9,0.0,0.0,0.5,0.18257418,0.8333333,0.27888662
FOLIAGE,69.0,139.0,9,0.0,0.0,2.8333328,1.7732588,2.1111112,1.6688871
FOLIAGE,96.0,138.0,9,0.0,0.0,0.72222227,0.6469301,0.94444436,0.7123256
FOLIAGE,27.0,112.0,9,0.0,0.0,0.22222222,0.34426522,0.11111113,0.27216557
FOLIAGE,33.0,142.0,9,0.0,0.0,1.888889,1.3770607,0.88888884,1.4089661
FOLIAGE,76.0,138.0,9,0.0,0.22222222,3.2222226,3.8796716,5.5,2.4289908
FOLIAGE,96.0,115.0,9,0.0,0.0,1.9999999,0.9660915,3.3333333,1.4142128
FOLIAGE,17.0,108.0,9,0.0,0.0,1.2777778,0.64693,1.1666666,0.91287076
FOLIAGE,94.0,127.0,9,0.0,0.0,0.77777785,0.5018486,0.77777773,0.6885305
FOLIAGE,86.0,136.0,9,0.0,0.0,3.888889,4.193469,2.111111,2.3913426
FOLIAGE,117.0,137.0,9,0.0,0.0,0.27777776,0.3896817,0.38888887,0.25092417
FOLIAGE,47.0,119.0,9,0.11111111,0.0,2.2777777,2.2746592,1.3333334,1.3824296
FOLIAGE,103.0,125.0,9,0.0,0.0,0.9444445,0.82775915,0.83333343,0.6912146
FOLIAGE,17.0,85.0,9,0.11111111,0.0,0.8888889,0.72008216,1.111111,0.7200825
FOLIAGE,68.0,115.0,9,0.0,0.0,3.3333333,3.1055503,2.722222,2.7921848
FOLIAGE,9.0,131.0,9,0.0,0.0,0.0,0.0,0.0,0.0
FOLIAGE,59.0,141.0,9,0.11111111,0.0,2.3888888,1.540803,2.1666667,1.278019
FOLIAGE,69.0,136.0,9,0.0,0.0,3.1111114,2.8100348,2.777778,3.1669588
FOLIAGE,85.0,124.0,9,0.0,0.0,1.2222227,0.93491936,2.3888893,1.6788442
FOLIAGE,113.0,132.0,9,0.0,0.0,0.44444442,0.3442652,0.38888887,0.5340273
FOLIAGE,14.0,95.0,9,0.0,0.0,1.3333334,0.699206,1.1111112,0.62063295
FOLIAGE,103.0,130.0,9,0.0,0.0,0.33333334,0.0,0.27777776,0.38968173
FOLIAGE,3.0,106.0,9,0.0,0.0,0.22222222,0.17213261,0.11111111,0.17213261
FOLIAGE,20.0,117.0,9,0.0,0.0,0.0,0.0,0.0,0.0
FOLIAGE,92.0,121.0,9,0.0,0.0,1.4444445,1.8216802,2.0555556,2.0593057
FOLIAGE,27.0,134.0,9,0.0,0.0,1.111111,0.9813067,1.6111113,1.0628402
FOLIAGE,41.0,75.0,9,0.0,0.11111111,15.388889,19.136257,26.611113,31.71359
FOLIAGE,245.0,73.0,9,0.0,0.0,8.222222,6.2739906,10.722222,7.6809044
FOLIAGE,254.0,73.0,9,0.0,0.0,6.6666665,7.865538,9.444445,12.33003
FOLIAGE,232.0,126.0,9,0.0,0.11111111,2.3888888,11.885187,1.2222223,6.2962966
FOLIAGE,228.0,123.0,9,0.0,0.0,0.16666667,0.077777766,0.4444444,0.20740741
FOLIAGE,220.0,120.0,9,0.0,0.0,0.38888893,0.062962964,0.38888887,0.062962994
FOLIAGE,221.0,107.0,9,0.0,0.0,1.1666666,0.2111112,0.83333325,0.3444444
FOLIAGE,231.0,124.0,9,0.0,0.0,3.4444447,14.962965,1.8333334,6.4333353
FOLIAGE,224.0,95.0,9,0.0,0.0,1.2222223,0.47407404,1.0555557,0.7296295
FOLIAGE,240.0,75.0,9,0.0,0.0,29.222221,749.76294,10.222221,99.0963
FOLIAGE,201.0,120.0,9,0.11111111,0.0,3.9444444,14.774076,3.722222,9.618522
FOLIAGE,233.0,97.0,9,0.0,0.0,0.38888887,0.19629626,0.5555555,0.20740739
FOLIAGE,235.0,81.0,9,0.0,0.0,1.388889,0.41851807,0.77777773,0.2962964
FOLIAGE,226.0,84.0,9,0.0,0.0,3.055556,3.9740732,1.7777778,2.6962967
FOLIAGE,204.0,116.0,9,0.0,0.0,1.0555555,1.262963,1.0555556,1.4407407
FOLIAGE,226.0,110.0,9,0.0,0.0,0.33333334,0.08888887,0.49999997,0.2111111
FOLIAGE,227.0,69.0,9,0.0,0.0,3.6111114,45.929623,4.333333,36.400005
FOLIAGE,241.0,137.0,9,0.0,0.11111111,4.277778,18.685184,3.8333333,37.500004
FOLIAGE,235.0,88.0,9,0.0,0.0,0.6111111,0.24074072,0.9444445,0.32962963
FOLIAGE,196.0,93.0,9,0.0,0.0,1.7777777,2.562963,1.5,0.92222214
FOLIAGE,237.0,106.0,9,0.0,0.0,0.9444444,0.15185204,0.8333333,0.47777775
FOLIAGE,207.0,97.0,9,0.0,0.0,0.88888884,0.65185195,0.7777777,0.4740743
FOLIAGE,206.0,80.0,9,0.0,0.0,4.888889,14.829629,3.8333333,36.12222
FOLIAGE,217.0,73.0,9,0.0,0.0,0.88888884,0.78518516,1.7222223,0.86296207
FOLIAGE,194.0,124.0,9,0.0,0.0,1.4999999,0.43333384,1.388889,0.90740687
FOLIAGE,197.0,105.0,9,0.0,0.0,3.7222223,15.662961,3.6666663,14.400001
FOLIAGE,237.0,137.0,9,0.0,0.0,0.38888887,0.1074074,0.33333334,0.04444445
FOLIAGE,225.0,91.0,9,0.0,0.0,0.6666667,0.3555557,0.6666667,0.31111112
FOLIAGE,203.0,93.0,9,0.0,0.0,2.6666667,6.4444437,3.4444444,11.674076
FOLIAGE,226.0,69.0,9,0.0,0.11111111,19.111113,991.7184,20.444445,1039.5408
FOLIAGE,239.0,123.0,9,0.0,0.0,0.5,0.077777736,0.5,0.16666667
FOLIAGE,221.0,111.0,9,0.0,0.0,0.6111111,0.24074069,0.38888887,0.24074073
FOLIAGE,241.0,90.0,9,0.0,0.11111111,5.6666665,23.377783,6.7777786,63.76296
FOLIAGE,215.0,123.0,9,0.0,0.0,0.33333334,0.13333334,0.6666667,0.0444444
FOLIAGE,220.0,124.0,9,0.0,0.0,0.22222221,0.029629631,0.44444442,0.07407406
FOLIAGE,217.0,115.0,9,0.0,0.0,1.1666666,0.34444454,0.5555555,0.38518524
FOLIAGE,242.0,81.0,9,0.0,0.0,22.388887,189.44075,15.166667,110.8778
FOLIAGE,235.0,120.0,9,0.0,0.0,0.44444442,0.3407407,0.49999997,0.30000004
FOLIAGE,214.0,79.0,9,0.0,0.0,1.2777778,0.86296296,1.3333334,0.53333336
FOLIAGE,196.0,100.0,9,0.0,0.0,7.277777,83.351845,5.777778,68.87406
FOLIAGE,195.0,99.0,9,0.0,0.0,3.0555553,4.462964,2.7777777,4.651851
FOLIAGE,214.0,121.0,9,0.0,0.0,0.2777778,0.06296298,0.11111111,0.07407408
FOLIAGE,230.0,98.0,9,0.0,0.0,0.38888884,0.15185185,0.38888887,0.06296294
